timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel Efficiciency ,Distance,Fuel Used,Route
2025-09-28T14:20:02.945017,739,0,12.15686275,3.58,1.960784314,26,-3.90625,3.90625,16.40625,2.34375,Idle,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:05.387385,764,0,16.07843137,11.6,8.62745098,63,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:06.790310,1400,8,22.35294118,26.83,8.62745098,63,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:07.445420,1400,8,22.35294118,26.83,8.62745098,63,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:08.100473,2810.5,25,40.78431373,75.27,47.05882353,96,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:08.946155,2810.5,25,40.78431373,75.27,47.05882353,96,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:09.599720,5601,49,19.60784314,26.23,47.05882353,96,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:10.254773,5601,49,19.60784314,26.23,47.05882353,96,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:10.909926,4132,56,36.8627451,106.76,46.2745098,68,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:11.757829,4132,56,36.8627451,106.76,46.2745098,68,-3.90625,7.03125,14.0625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:12.411176,4608.75,60,18.43137255,25.38,46.2745098,68,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:13.515055,4608.75,60,18.43137255,25.38,46.2745098,68,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:14.166336,5292,71,30.19607843,44.34,12.94117647,24,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:15.026551,5292,71,30.19607843,44.34,12.94117647,24,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:15.681593,4017.25,71,16.8627451,15.4,12.94117647,24,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:16.334690,4017.25,71,16.8627451,15.4,12.94117647,24,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:16.986004,3799.75,66,16.8627451,15.31,7.843137255,21,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:17.818184,3799.75,66,16.8627451,15.31,7.843137255,21,0,0,4.6875,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:18.471480,3534.75,62,16.47058824,14.82,7.843137255,21,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:19.595013,3534.75,62,16.47058824,14.82,7.843137255,21,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:20.245109,3273.25,58,20.39215686,24.68,9.803921569,31,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:21.090008,3273.25,58,20.39215686,24.68,9.803921569,31,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:21.744141,3127.5,55,16.07843137,13.18,9.803921569,31,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:22.399638,3127.5,55,16.07843137,13.18,9.803921569,31,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:23.054725,2780.25,49,23.52941176,52.49,33.33333333,95,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:23.890968,2780.25,49,23.52941176,52.49,33.33333333,95,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:24.546032,3351.75,61,53.7254902,96.95,33.33333333,95,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:25.662014,3351.75,61,53.7254902,96.95,33.33333333,95,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:26.316281,3834,69,16.8627451,15.39,7.450980392,20,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:27.146717,3834,69,16.8627451,15.39,7.450980392,20,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:27.801967,3612,64,16.8627451,15.16,7.450980392,20,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:28.453838,3612,64,16.8627451,15.16,7.450980392,20,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:29.108971,3216.25,57,16.47058824,13.56,6.274509804,23,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:29.956801,3216.25,57,16.47058824,13.56,6.274509804,23,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:30.611907,2704.25,47,15.29411765,11.08,6.274509804,23,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:31.723580,2704.25,47,15.29411765,11.08,6.274509804,23,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:32.378676,2838.5,51,62.35294118,77.19,41.17647059,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:33.231335,2838.5,51,62.35294118,77.19,41.17647059,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:33.881995,3728.25,66,18.82352941,21.45,41.17647059,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:34.534927,3728.25,66,18.82352941,21.45,41.17647059,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:35.190044,3667.5,64,16.8627451,15.31,7.843137255,21,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:36.018716,3667.5,64,16.8627451,15.31,7.843137255,21,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:36.671365,3611.5,65,18.03921569,18.39,7.843137255,21,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:37.780268,3611.5,65,18.03921569,18.39,7.843137255,21,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:38.431862,2993.25,53,18.03921569,19.61,10.19607843,32,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:39.261823,2993.25,53,18.03921569,19.61,10.19607843,32,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:39.915157,3229.25,58,69.41176471,91.53,10.19607843,32,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:40.566134,3229.25,58,69.41176471,91.53,10.19607843,32,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:41.220665,4003.5,72,78.82352941,125.2,65.09803922,80,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:42.058118,4003.5,72,78.82352941,125.2,65.09803922,80,0,0,1.5625,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:42.711118,4382.25,78,18.03921569,19.8,65.09803922,80,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:43.840413,4382.25,78,18.03921569,19.8,65.09803922,80,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:44.495522,4146.75,76,34.90196078,64.64,16.47058824,27,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:45.350757,4146.75,76,34.90196078,64.64,16.47058824,27,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:46.004585,4210.25,74,17.25490196,17.12,16.47058824,27,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:46.657162,4210.25,74,17.25490196,17.12,16.47058824,27,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:47.308272,3562,62,16.47058824,14.68,7.450980392,26,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:48.143459,3562,62,16.47058824,14.68,7.450980392,26,0,0,1.5625,2.34375,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:48.798411,2016,48,14.90196078,10.71,7.450980392,26,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:49.923478,2016,48,14.90196078,10.71,7.450980392,26,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:50.575130,3792.25,51,59.21568627,119.53,63.52941176,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:51.407216,3792.25,51,59.21568627,119.53,63.52941176,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:52.060939,5146,67,19.21568627,24.67,63.52941176,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:52.715990,5146,67,19.21568627,24.67,63.52941176,98,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:53.371046,4671.75,61,18.43137255,24.25,13.33333333,25,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:54.220280,4671.75,61,18.43137255,24.25,13.33333333,25,0,0,2.34375,1.5625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:54.871743,4663.75,62,18.82352941,22.32,13.33333333,25,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:55.984633,4663.75,62,18.82352941,22.32,13.33333333,25,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:56.639727,4140,54,29.41176471,60.55,20.39215686,28,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:57.491275,4140,54,29.41176471,60.55,20.39215686,28,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:58.142636,4078.25,54,16.8627451,16.61,20.39215686,28,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:58.794975,4078.25,54,16.8627451,16.61,20.39215686,28,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:20:59.450028,4336.5,57,54.90196078,132.69,71.37254902,97,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:00.287076,4336.5,57,54.90196078,132.69,71.37254902,97,0,0,0.78125,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:00.937528,5249,69,19.21568627,25.27,71.37254902,97,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:02.051310,5249,69,19.21568627,25.27,71.37254902,97,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:02.702406,5373.75,73,19.60784314,24.08,19.21568627,54,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:03.531689,5373.75,73,19.60784314,24.08,19.21568627,54,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:04.182067,4310.25,78,24.31372549,42.17,19.21568627,54,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:04.832607,4310.25,78,24.31372549,42.17,19.21568627,54,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:05.487547,4410.5,77,18.03921569,19.72,9.803921569,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:06.328648,4410.5,77,18.03921569,19.72,9.803921569,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:06.982531,3857,68,16.8627451,15.87,9.803921569,21,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:08.112568,3857,68,16.8627451,15.87,9.803921569,21,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:08.765841,2992.25,53,21.56862745,46.42,34.11764706,93,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:09.592389,2992.25,53,21.56862745,46.42,34.11764706,93,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:10.245729,3548.75,63,61.96078431,103.97,34.11764706,93,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:10.899219,3548.75,63,61.96078431,103.97,34.11764706,93,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:11.550369,4250,77,24.70588235,36.29,14.90196078,24,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:12.386704,4250,77,24.70588235,36.29,14.90196078,24,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:13.039857,4219.5,75,17.64705882,18.23,14.90196078,24,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:14.170227,4219.5,75,17.64705882,18.23,14.90196078,24,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:14.824588,3894.25,69,16.8627451,15.81,7.843137255,21,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:15.663251,3894.25,69,16.8627451,15.81,7.843137255,21,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:16.317965,3048.5,52,15.68627451,12.29,7.843137255,21,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:16.968403,3048.5,52,15.68627451,12.29,7.843137255,21,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:17.623101,1496.5,31,31.76470588,21.08,3.921568627,31,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:18.464435,1496.5,31,31.76470588,21.08,3.921568627,31,0,0,1.5625,3.90625,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:19.115491,2352.75,32,60.78431373,64.32,3.921568627,31,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:20.226309,2352.75,32,60.78431373,64.32,3.921568627,31,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:20.878939,3982.75,54,78.43137255,131.75,69.80392157,97,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:21.723049,3982.75,54,78.43137255,131.75,69.80392157,97,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:22.376207,5709.75,76,20.78431373,33.86,69.80392157,97,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:23.026674,5709.75,76,20.78431373,33.86,69.80392157,97,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:23.681455,4707,84,78.82352941,144.83,72.94117647,96,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:24.525373,4707,84,78.82352941,144.83,72.94117647,96,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:25.176121,5618.75,99,19.60784314,27.49,72.94117647,96,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:26.292735,5618.75,99,19.60784314,27.49,72.94117647,96,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:26.946705,4600.25,107,20.39215686,27.98,11.37254902,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:27.793948,4600.25,107,20.39215686,27.98,11.37254902,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:28.448028,4472.25,103,18.43137255,20.99,11.37254902,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:29.103177,4472.25,103,18.43137255,20.99,11.37254902,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:29.756827,4222,98,17.64705882,18.54,9.411764706,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:30.593333,4222,98,17.64705882,18.54,9.411764706,21,0,0,0.78125,4.6875,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:31.244630,4013.75,93,16.8627451,16.15,9.411764706,21,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:32.366147,4013.75,93,16.8627451,16.15,9.411764706,21,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:33.018843,4024.25,92,16.8627451,16.24,8.235294118,22,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
2025-09-28T14:21:33.852050,4024.25,92,16.8627451,16.24,8.235294118,22,0,0,2.34375,3.125,Aggressive,18.2,2.4,0.4368,Wallace B
