timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel consumed (total),Fuel Efficiency (L/100KM),RoadType
2025-09-04T14:01:42.922170,738,0,12.15686275,3.5,1.960784314,26,1.5625,-0.78125,14.0625,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:45.438184,754.75,0,12.15686275,3.57,1.960784314,29,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:46.818847,1225.5,0,16.47058824,14.96,1.960784314,29,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:47.473954,1225.5,0,16.47058824,14.96,1.960784314,29,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:48.124750,1132,11,19.60784314,22.57,13.33333333,70,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:48.962125,1132,11,19.60784314,22.57,13.33333333,70,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:49.617269,2743,24,16.07843137,12.41,13.33333333,70,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:50.268300,2743,24,16.07843137,12.41,13.33333333,70,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:50.920294,2018.5,27,24.31372549,36.59,19.21568627,78,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:51.748237,2018.5,27,24.31372549,36.59,19.21568627,78,0.78125,3.90625,13.28125,0.78125,Normal,0.3172,12.2,Local
2025-09-04T14:01:52.403329,2562,34,14.90196078,10.49,19.21568627,78,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:53.512566,2562,34,14.90196078,10.49,19.21568627,78,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:54.167674,2054.5,26,14.11764706,8.32,3.921568627,23,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:55.011424,2054.5,26,14.11764706,8.32,3.921568627,23,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:55.665639,1361.75,17,12.94117647,5.3,3.921568627,23,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:56.317044,1361.75,17,12.94117647,5.3,3.921568627,23,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:56.967303,1211.25,16,16.8627451,15.02,7.843137255,56,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:57.799341,1211.25,16,16.8627451,15.02,7.843137255,56,0,0,5.46875,0,Normal,0.3172,12.2,Local
2025-09-04T14:01:58.454268,1695.5,23,26.2745098,39.59,7.843137255,56,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:01:59.572626,1695.5,23,26.2745098,39.59,7.843137255,56,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:02:00.227719,2875.5,39,20.39215686,20.51,7.058823529,26,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:02:01.067768,2875.5,39,20.39215686,20.51,7.058823529,26,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:02:01.718153,2272.25,41,22.35294118,35.04,7.058823529,26,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:02:02.373258,2272.25,41,22.35294118,35.04,7.058823529,26,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:02:03.028445,2606,47,27.84313725,50.03,22.74509804,62,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:02:03.872235,2606,47,27.84313725,50.03,22.74509804,62,0,3.125,2.34375,1.5625,Normal,0.3172,12.2,Local
2025-09-04T14:02:04.525480,2204.5,50,20,27.04,22.74509804,62,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:05.662078,2204.5,50,20,27.04,22.74509804,62,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:06.316029,2330.5,55,14.50980392,10.62,5.882352941,28,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:07.150870,2330.5,55,14.50980392,10.62,5.882352941,28,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:07.803285,1665.25,53,21.96078431,30.23,5.882352941,28,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:08.458272,1665.25,53,21.96078431,30.23,5.882352941,28,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:09.113378,1743.5,56,21.96078431,28.73,14.50980392,74,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:09.941078,1743.5,56,21.96078431,28.73,14.50980392,74,-7.8125,-5.46875,2.34375,3.125,Normal,0.3172,12.2,Local
2025-09-04T14:02:10.591543,1685.75,57,14.50980392,9.82,14.50980392,74,0,0,1.5625,2.34375,Normal,0.3172,12.2,Local
