timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel consumed,Fuel Efficiency (L/100KM)
2025-09-04T15:12:17.944862,769.5,0,12.54901961,4.39,1.960784314,29,-6.25,-2.34375,17.96875,3.90625,Aggressive,,
2025-09-04T15:12:20.502035,786.75,0,16.47058824,16.58,13.7254902,84,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:21.883601,980.25,10,23.92156863,28.21,13.7254902,84,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:22.538699,980.25,10,23.92156863,28.21,13.7254902,84,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:23.192150,2790.75,25,49.80392157,91.8,49.80392157,98,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:24.038643,2790.75,25,49.80392157,91.8,49.80392157,98,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:24.693703,5734.25,49,19.60784314,24.82,49.80392157,98,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:25.348828,5734.25,49,19.60784314,24.82,49.80392157,98,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:26.002515,4882.5,64,78.43137255,151.38,80.78431373,97,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:26.844242,4882.5,64,78.43137255,151.38,80.78431373,97,-14.0625,2.34375,15.625,3.90625,Aggressive,,
2025-09-04T15:12:27.495562,4968,78,50.19607843,124.02,80.78431373,97,0,0,6.25,6.25,Aggressive,,
2025-09-04T15:12:28.596431,4968,78,50.19607843,124.02,80.78431373,97,0,0,6.25,6.25,Aggressive,,
2025-09-04T15:12:29.251144,5413,97,21.17647059,29.65,12.94117647,23,0,0,6.25,6.25,Aggressive,,
2025-09-04T15:12:30.079131,5413,97,21.17647059,29.65,12.94117647,23,0,0,6.25,6.25,Aggressive,,
