timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel consumed,Fuel Efficiency (L/100KM),Route,Distance
2025-09-09T11:52:23.231064,740,0,12.15686275,3.42,1.568627451,26,0.78125,0.78125,16.40625,2.34375,idle,0.336,12,Route A,2.8
2025-09-09T11:52:25.717949,753.5,0,12.15686275,3.36,1.568627451,26,3.90625,5.46875,15.625,1.5625,idle,0.336,12,Route A,2.8
2025-09-09T11:52:27.088097,971.75,0,18.03921569,15.84,1.568627451,26,3.90625,5.46875,15.625,1.5625,idle,0.336,12,Route A,2.8
2025-09-09T11:52:27.743123,971.75,0,18.03921569,15.84,1.568627451,26,3.90625,5.46875,15.625,1.5625,idle,0.336,12,Route A,2.8
2025-09-09T11:52:28.398243,1371.5,13,23.92156863,31.9,16.47058824,86,3.90625,5.46875,15.625,1.5625,idle,0.336,12,Route A,2.8
2025-09-09T11:52:29.237572,1371.5,13,23.92156863,31.9,16.47058824,86,3.90625,5.46875,15.625,1.5625,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:29.890309,3401,30,30.58823529,65.66,16.47058824,86,3.90625,5.46875,15.625,1.5625,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:30.545217,3401,30,30.58823529,65.66,16.47058824,86,3.90625,5.46875,15.625,1.5625,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:31.197181,2739.75,36,25.88235294,50.26,27.84313725,85,3.90625,5.46875,15.625,1.5625,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:32.031955,2739.75,36,25.88235294,50.26,27.84313725,85,3.90625,5.46875,15.625,1.5625,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:32.685111,3643,49,25.09803922,35.32,27.84313725,85,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:33.894101,3643,49,25.09803922,35.32,27.84313725,85,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:34.549183,3003.25,54,34.50980392,63.97,32.54901961,91,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:35.380240,3003.25,54,34.50980392,63.97,32.54901961,91,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:36.035337,3448.5,62,16.8627451,14.28,32.54901961,91,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:36.690362,3448.5,62,16.8627451,14.28,32.54901961,91,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:37.345393,2573.5,59,14.90196078,10.41,5.098039216,21,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:38.197395,2573.5,59,14.90196078,10.41,5.098039216,21,-0.78125,0,4.6875,3.125,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:38.852466,2337.75,54,14.50980392,9.31,5.098039216,21,0,0,2.34375,1.5625,Aggressive,0.336,12,Route A,2.8
2025-09-09T11:52:39.958213,2337.75,54,14.50980392,9.31,5.098039216,21,0,0,2.34375,1.5625,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:40.613296,2170,50,18.03921569,18.65,11.76470588,50,0,0,2.34375,1.5625,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:41.514201,2170,50,18.03921569,18.65,11.76470588,50,0,0,2.34375,1.5625,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:42.169299,2194.25,51,20.39215686,27.02,11.76470588,50,0,0,2.34375,1.5625,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:42.821183,2194.25,51,20.39215686,27.02,11.76470588,50,0,0,2.34375,1.5625,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:43.476280,2210.75,51,15.29411765,11.1,5.490196078,26,0,0,2.34375,1.5625,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:44.310778,2210.75,51,15.29411765,11.1,5.490196078,26,0,0,2.34375,1.5625,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:44.961651,2153,50,16.47058824,13.92,5.490196078,26,3.125,0.78125,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:46.595735,2116,49,18.82352941,22.36,9.803921569,42,3.125,0.78125,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:47.535877,2116,49,18.82352941,22.36,9.803921569,42,3.125,0.78125,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:48.190965,2136,49,15.68627451,11.65,9.803921569,42,3.125,0.78125,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:48.846046,2136,49,15.68627451,11.65,9.803921569,42,3.125,0.78125,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:49.497652,2051.75,48,14.90196078,9.9,4.705882353,24,3.125,0.78125,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:50.489269,2051.75,48,14.90196078,9.9,4.705882353,24,3.125,0.78125,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:51.144335,1954.75,45,16.8627451,16.81,4.705882353,24,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:52.258074,1954.75,45,16.8627451,16.81,4.705882353,24,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:52.913156,1934,45,20.39215686,27.29,13.33333333,61,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:54.173743,1934,45,20.39215686,27.29,13.33333333,61,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:54.828123,2006,46,16.07843137,12.74,13.33333333,61,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:55.478194,2006,46,16.07843137,12.74,13.33333333,61,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:56.132804,1947.25,45,15.68627451,12.12,5.490196078,23,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:56.971134,1947.25,45,15.68627451,12.12,5.490196078,23,3.90625,0.78125,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:57.621615,1832,42,14.11764706,7.91,5.490196078,23,0,0,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:58.830082,2121.5,37,14.11764706,8.12,3.921568627,23,0,0,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:52:59.829865,2121.5,37,14.11764706,8.12,3.921568627,23,0,0,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:00.480000,1351.5,23,12.94117647,5.38,3.921568627,23,0,0,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:01.135079,1351.5,23,12.94117647,5.38,3.921568627,23,0,0,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:01.786545,1093,14,14.50980392,9.96,7.450980392,57,0,0,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:02.621546,1093,14,14.50980392,9.96,7.450980392,57,0,0,2.34375,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:03.275364,1201.75,17,20.39215686,24.06,7.450980392,57,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:04.386230,1201.75,17,20.39215686,24.06,7.450980392,57,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:05.041317,2183.5,29,25.09803922,39.01,16.8627451,62,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:05.882233,2183.5,29,25.09803922,39.01,16.8627451,62,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:06.537286,1993.5,33,21.56862745,32.72,16.8627451,62,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:07.190776,1993.5,33,21.56862745,32.72,16.8627451,62,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:07.843681,2238,40,29.01960784,44.75,22.74509804,87,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:08.681364,2238,40,29.01960784,44.75,22.74509804,87,2.34375,6.25,3.125,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:09.336377,2622.75,47,15.29411765,11.31,22.74509804,87,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:10.510043,2622.75,47,15.29411765,11.31,22.74509804,87,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:11.162752,2029,47,21.17647059,22.84,10.19607843,48,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:12.231962,2029,47,21.17647059,22.84,10.19607843,48,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:12.885908,2076.75,48,15.68627451,11.64,10.19607843,48,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:13.540816,2076.75,48,15.68627451,11.64,10.19607843,48,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:14.193872,2026,47,15.29411765,12.16,6.274509804,32,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:15.061651,2026,47,15.29411765,12.16,6.274509804,32,0,0,2.34375,2.34375,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:15.716745,2014.5,47,17.64705882,17.21,6.274509804,32,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:16.854711,2014.5,47,17.64705882,17.21,6.274509804,32,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:17.509798,1759.5,47,14.11764706,8.16,3.921568627,31,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:18.349686,1759.5,47,14.11764706,8.16,3.921568627,31,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:19.003280,1465.25,47,19.60784314,22.62,3.921568627,31,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:19.658353,1465.25,47,19.60784314,22.62,3.921568627,31,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:20.311002,1568,50,15.29411765,10.65,5.490196078,33,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:21.150463,1568,50,15.29411765,10.65,5.490196078,33,0.78125,0,2.34375,0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:21.804899,1594.75,51,16.07843137,12.64,5.490196078,33,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:22.923170,1594.75,51,16.07843137,12.64,5.490196078,33,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:23.578254,1637.75,53,13.7254902,6.82,3.529411765,22,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:24.413618,1637.75,53,13.7254902,6.82,3.529411765,22,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:25.064568,1591.75,51,13.7254902,6.77,3.529411765,22,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:25.719651,1591.75,51,13.7254902,6.77,3.529411765,22,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:26.372503,1469.25,47,13.33333333,5.99,2.745098039,22,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:27.214194,1469.25,47,13.33333333,5.99,2.745098039,22,3.90625,0.78125,2.34375,-0.78125,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:27.869312,1239.75,39,12.54901961,4.79,2.745098039,22,0,0,5.46875,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:28.978896,1239.75,39,12.54901961,4.79,2.745098039,22,0,0,5.46875,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:29.631380,825.5,27,12.15686275,3.5,1.960784314,27,0,0,5.46875,0,Passive,0.336,12,Route A,2.8
2025-09-09T11:53:30.474135,825.5,27,12.15686275,3.5,1.960784314,27,0,0,5.46875,0,Passive,0.336,12,Route A,2.8
