timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel consumed (total),Fuel Efficiency (L/100KM),RoadType
2025-09-04T14:31:06.609345,747.75,16,12.15686275,3.44,1.568627451,26,-1.5625,-3.125,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:09.101743,805.75,2,12.15686275,3.81,1.568627451,26,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:10.480480,754.5,0,12.15686275,3.67,1.568627451,26,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:11.134809,754.5,0,12.15686275,3.67,1.568627451,26,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:11.786490,766.5,0,12.15686275,3.55,1.960784314,27,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:12.645503,766.5,0,12.15686275,3.55,1.960784314,27,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:13.300627,759.5,0,12.15686275,3.57,1.960784314,27,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:13.955331,759.5,0,12.15686275,3.57,1.960784314,27,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:14.610436,754.75,0,12.15686275,3.52,1.960784314,27,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:15.458281,754.75,0,12.15686275,3.52,1.960784314,27,-1.5625,-2.34375,17.96875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:16.113439,757.75,0,12.15686275,3.59,1.960784314,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:17.219775,757.75,0,12.15686275,3.59,1.960784314,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:17.874184,754,0,12.15686275,3.55,1.960784314,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:18.705288,754,0,12.15686275,3.55,1.960784314,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:19.360407,746,0,12.15686275,3.48,1.960784314,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:20.015446,746,0,12.15686275,3.48,1.960784314,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:20.669095,753.25,0,12.15686275,3.49,1.568627451,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:21.511039,753.25,0,12.15686275,3.49,1.568627451,27,-1.5625,-2.34375,17.1875,3.125,Passive,0.341,11,Main
2025-09-04T14:31:22.166164,748.75,0,12.15686275,3.49,1.568627451,27,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:23.301484,748.75,0,12.15686275,3.49,1.568627451,27,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:23.956570,745.5,0,12.15686275,3.55,1.568627451,26,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:24.782601,745.5,0,12.15686275,3.55,1.568627451,26,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:25.434689,746,0,12.15686275,3.45,1.568627451,26,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:26.089741,746,0,12.15686275,3.45,1.568627451,26,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:26.743018,751.25,0,12.15686275,3.52,1.568627451,27,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:27.579635,751.25,0,12.15686275,3.52,1.568627451,27,-0.78125,-0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:28.234726,757,0,12.15686275,3.43,1.568627451,27,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:29.467684,757,0,12.15686275,3.43,1.568627451,27,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:30.119996,752,0,12.15686275,3.47,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:30.953367,752,0,12.15686275,3.47,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:31.608441,749.25,0,12.15686275,3.49,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:32.263488,749.25,0,12.15686275,3.49,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:32.918593,758.75,0,12.15686275,3.52,1.960784314,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:33.741735,758.75,0,12.15686275,3.52,1.960784314,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:34.392185,757.5,0,12.15686275,3.52,1.960784314,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:35.743225,751,0,12.15686275,3.52,1.960784314,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:36.642219,751,0,12.15686275,3.52,1.960784314,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:37.294090,758.25,0,12.15686275,3.52,1.960784314,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:37.949184,758.25,0,12.15686275,3.52,1.960784314,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:38.604285,756.25,0,12.15686275,3.47,1.568627451,27,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:39.499070,756.25,0,12.15686275,3.47,1.568627451,27,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:40.154176,756.75,0,12.15686275,3.5,1.568627451,27,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:40.809254,756.75,0,12.15686275,3.5,1.568627451,27,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:41.464324,757.5,0,12.15686275,3.59,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:42.299706,757.5,0,12.15686275,3.59,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:42.954795,763.75,0,12.15686275,3.47,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:43.609915,763.75,0,12.15686275,3.47,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:44.263909,750.5,0,12.15686275,3.51,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:45.085034,750.5,0,12.15686275,3.51,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:45.739905,756.25,0,12.15686275,3.54,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:46.394569,756.25,0,12.15686275,3.54,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:47.048423,764.5,0,12.15686275,3.52,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:47.876427,764.5,0,12.15686275,3.52,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:48.530070,755.5,0,12.15686275,3.53,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:49.185171,755.5,0,12.15686275,3.53,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:49.837438,749.5,0,12.15686275,3.51,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:50.661575,749.5,0,12.15686275,3.51,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:51.316674,751,0,12.15686275,3.5,1.568627451,26,-0.78125,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:51.969363,751,0,12.15686275,3.5,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:52.621559,768.75,0,12.15686275,3.5,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:53.458055,768.75,0,12.15686275,3.5,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:54.113148,759.75,0,12.15686275,3.49,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:54.768218,759.75,0,12.15686275,3.49,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:55.421430,756,0,12.15686275,3.47,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:56.255386,756,0,12.15686275,3.47,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:56.910503,755.25,0,12.15686275,3.49,1.568627451,26,0,0.78125,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:57.565366,755.25,0,12.15686275,3.49,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
2025-09-04T14:31:58.220494,757.5,0,12.15686275,3.56,1.568627451,26,0,0,17.1875,2.34375,Passive,0.341,11,Main
