timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel consumed,Fuel Efficiency (L/100KM),Route,Distance
2025-09-09T12:00:05.372585,769,0,12.15686275,3.45,1.568627451,26,0.78125,2.34375,17.1875,2.34375,Idle,0.56,20,Route A,2.8
2025-09-09T12:00:07.790771,770.25,0,13.7254902,6.87,5.490196078,66,-9.375,3.90625,14.84375,2.34375,Idle,0.56,20,Route A,2.8
2025-09-09T12:00:09.432019,975.75,9,24.70588235,27.45,5.490196078,66,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:10.087084,975.75,9,24.70588235,27.45,5.490196078,66,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:10.742092,2661.5,24,34.90196078,63.25,38.43137255,89,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:11.594254,2661.5,24,34.90196078,63.25,38.43137255,89,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:12.244460,5216.75,47,20.39215686,28.23,38.43137255,89,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:12.898088,5216.75,47,20.39215686,28.23,38.43137255,89,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:13.553179,4152.5,55,67.84313725,128.88,67.45098039,96,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:14.382204,4152.5,55,67.84313725,128.88,67.45098039,96,-9.375,3.90625,14.84375,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:15.037273,5433.25,72,19.60784314,24.94,67.45098039,96,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:16.167507,5433.25,72,19.60784314,24.94,67.45098039,96,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:16.822590,4813,63,18.82352941,21.87,10.58823529,22,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:17.658845,4813,63,18.82352941,21.87,10.58823529,22,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:18.313892,4517,60,20.78431373,29.76,10.58823529,22,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:18.968965,4517,60,20.78431373,29.76,10.58823529,22,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:19.619980,4288,57,30.58823529,87.32,50.58823529,81,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:20.451934,4288,57,30.58823529,87.32,50.58823529,81,0,0,3.90625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:21.104785,5351.25,71,46.2745098,139.28,50.58823529,81,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:22.402599,4192.75,76,24.31372549,48.45,24.70588235,35,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:23.235501,4192.75,76,24.31372549,48.45,24.70588235,35,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:23.886683,4176.75,74,17.25490196,16.5,24.70588235,35,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:24.541777,4176.75,74,17.25490196,16.5,24.70588235,35,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:25.196831,3840,68,16.8627451,15.16,7.450980392,21,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:26.027983,3840,68,16.8627451,15.16,7.450980392,21,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:26.680321,3467.5,61,16.47058824,14.33,7.450980392,21,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:27.335414,3467.5,61,16.47058824,14.33,7.450980392,21,0,0,1.5625,5.46875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:27.990489,3148.25,55,25.09803922,57.1,32.94117647,87,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:29.373086,3417,61,53.7254902,100.64,32.94117647,87,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:30.023989,3417,61,53.7254902,100.64,32.94117647,87,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:30.678369,4166.25,74,20.78431373,29.95,12.54901961,24,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:31.518735,4166.25,74,20.78431373,29.95,12.54901961,24,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:32.169504,3880.5,68,16.8627451,15.31,12.54901961,24,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:32.820542,3880.5,68,16.8627451,15.31,12.54901961,24,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:33.474710,2935,50,15.29411765,11.17,5.098039216,26,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:34.312801,2935,50,15.29411765,11.17,5.098039216,26,12.5,0,2.34375,3.90625,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:34.967884,1183,19,12.15686275,4.09,5.098039216,26,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:36.176259,1183,19,12.15686275,4.09,5.098039216,26,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:36.828297,1031,11,57.25490196,33.95,20.78431373,100,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:37.648139,1031,11,57.25490196,33.95,20.78431373,100,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:38.303210,3446.75,31,74.90196078,116.86,20.78431373,100,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:38.958318,3446.75,31,74.90196078,116.86,20.78431373,100,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:39.611545,4138.75,45,68.62745098,82.52,45.49019608,99,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:40.431887,4138.75,45,68.62745098,82.52,45.49019608,99,0,-6.25,6.25,2.34375,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:41.085987,4770.25,65,62.35294118,153.46,45.49019608,99,0,0,1.5625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:42.206093,4770.25,65,62.35294118,153.46,45.49019608,99,0,0,1.5625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:42.859170,5047,67,19.21568627,24.01,11.76470588,21,0,0,1.5625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:43.783018,5047,67,19.21568627,24.01,11.76470588,21,0,0,1.5625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:44.435949,4379.5,57,18.03921569,20.62,11.76470588,21,0,0,1.5625,4.6875,Aggressive,0.56,20,Route A,2.8
2025-09-09T12:00:45.086662,4379.5,57,18.03921569,20.62,11.76470588,21,0,0,1.5625,4.6875,Aggressive,0.56,20,Route A,2.8
