timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel Efficiciency ,Distance,Fuel Used,Route
2025-09-28T14:13:41.265210,735.5,0,12.15686275,3.6,1.568627451,27,1.5625,1.5625,15.625,1.5625,Idle,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:43.746633,770.25,0,19.21568627,20.34,8.62745098,62,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:45.126501,1135.5,11,21.96078431,26.52,8.62745098,62,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:45.780322,1135.5,11,21.96078431,26.52,8.62745098,62,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:46.435431,2656,23,25.49019608,44.66,20.39215686,55,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:47.280997,2656,23,25.49019608,44.66,20.39215686,55,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:47.936180,2562,29,20.78431373,31.65,20.39215686,55,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:48.587409,2562,29,20.78431373,31.65,20.39215686,55,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:49.242520,2626,35,23.92156863,37.6,16.8627451,61,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:50.075581,2626,35,23.92156863,37.6,16.8627451,61,-3.125,7.03125,13.28125,1.5625,Aggressive,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:50.727057,2454.25,38,16.8627451,14.79,16.8627451,61,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:51.840184,2454.25,38,16.8627451,14.79,16.8627451,61,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:52.490319,2176.75,38,18.82352941,20.42,10.19607843,45,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:53.317849,2176.75,38,18.82352941,20.42,10.19607843,45,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:53.970772,2270.75,40,21.56862745,30,10.19607843,45,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:54.624347,2270.75,40,21.56862745,30,10.19607843,45,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:55.279436,2485.5,45,23.92156863,40.28,20,76,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:56.114558,2485.5,45,23.92156863,40.28,20,76,0,-2.34375,4.6875,1.5625,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:56.764813,2798.75,50,15.68627451,12.75,20,76,0,0,1.5625,3.125,Normal,11.6,2.4,0.2784,Wallace B
2025-09-28T14:13:57.861448,2798.75,50,15.68627451,12.75,20,76,0,0,1.5625,3.125,Normal,11.6,2.4,0.2784,Wallace B
