timestamp,RPM,SPEED,THROTTLE_POS,MAF,ENGINE_LOAD,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_1,LONG_FUEL_TRIM_2,driving_style,Fuel Efficiciency ,Distance,Fuel Used,Route
2025-09-28T13:28:43.286472,766.25,0,12.54901961,4.55,2.352941176,32,0.78125,-2.34375,5.46875,-4.6875,Idle,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:44.710016,755.75,0,12.54901961,4.49,2.352941176,32,-1.5625,0.78125,5.46875,-4.6875,Idle,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:46.085703,768.25,0,12.54901961,4.54,2.352941176,32,-1.5625,0.78125,5.46875,-4.6875,Idle,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:46.738102,768.25,0,12.54901961,4.54,2.352941176,32,-1.5625,0.78125,5.46875,-4.6875,Idle,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:47.392790,785.25,0,12.54901961,4.57,5.098039216,49,-1.5625,0.78125,5.46875,-4.6875,Idle,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:48.251588,785.25,0,12.54901961,4.57,5.098039216,49,-1.5625,0.78125,5.46875,-4.6875,Idle,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:48.906605,1452,6,23.1372549,28.27,5.098039216,49,-1.5625,0.78125,5.46875,-4.6875,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:49.561653,1452,6,23.1372549,28.27,5.098039216,49,-1.5625,0.78125,5.46875,-4.6875,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:50.214402,2405.75,21,33.33333333,62.45,34.50980392,89,-1.5625,0.78125,5.46875,-4.6875,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:51.080602,2405.75,21,33.33333333,62.45,34.50980392,89,-1.5625,0.78125,5.46875,-4.6875,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:51.735329,3694.25,34,21.17647059,36.73,34.50980392,89,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:52.842453,3694.25,34,21.17647059,36.73,34.50980392,89,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:53.497495,3444.75,46,25.88235294,24.39,8.235294118,25,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:54.346272,3444.75,46,25.88235294,24.39,8.235294118,25,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:55.001346,2571.25,46,23.1372549,39.37,8.235294118,25,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:55.654770,2571.25,46,23.1372549,39.37,8.235294118,25,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:56.306933,2759.5,49,21.96078431,32.77,18.82352941,69,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:57.198171,2759.5,49,21.96078431,32.77,18.82352941,69,0,0,2.34375,-1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:57.853245,2971.75,53,30.58823529,62.04,18.82352941,69,1.5625,3.125,-0.78125,2.34375,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:58.959414,2971.75,53,30.58823529,62.04,18.82352941,69,1.5625,3.125,-0.78125,2.34375,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:28:59.610770,2498.5,58,27.45098039,54.67,28.62745098,94,1.5625,3.125,-0.78125,2.34375,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:00.445077,2498.5,58,27.45098039,54.67,28.62745098,94,1.5625,3.125,-0.78125,2.34375,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:01.096955,2761.25,65,34.11764706,65.64,28.62745098,94,1.5625,3.125,-0.78125,2.34375,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:01.750850,2761.25,65,34.11764706,65.64,28.62745098,94,1.5625,3.125,-0.78125,2.34375,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:02.405773,2921.75,67,16.07843137,13.57,6.666666667,23,1.5625,3.125,-0.78125,2.34375,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:03.239112,2921.75,67,16.07843137,13.57,6.666666667,23,1.5625,3.125,-0.78125,2.34375,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:03.894166,2682.75,62,15.68627451,12.04,6.666666667,23,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:04.999092,2682.75,62,15.68627451,12.04,6.666666667,23,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:05.649320,2264.25,52,14.90196078,10.11,5.098039216,24,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:06.465486,2264.25,52,14.90196078,10.11,5.098039216,24,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:07.120524,2102,49,22.74509804,42.99,5.098039216,24,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:07.775641,2102,49,22.74509804,42.99,5.098039216,24,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:08.426656,2345,55,21.17647059,16.72,5.490196078,25,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:09.273871,2345,55,21.17647059,16.72,5.490196078,25,0,0,0,0.78125,Normal,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:09.925608,3126.5,56,49.80392157,87.12,5.490196078,25,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:11.039102,3126.5,56,49.80392157,87.12,5.490196078,25,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:11.694197,3684,65,16.8627451,16.45,8.235294118,22,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:12.535953,3684,65,16.8627451,16.45,8.235294118,22,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:13.188980,3353,59,16.8627451,15.48,8.235294118,22,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:13.844064,3353,59,16.8627451,15.48,8.235294118,22,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:14.495696,3052,53,16.07843137,13.93,6.274509804,24,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:15.317424,3052,53,16.07843137,13.93,6.274509804,24,10.15625,0,0.78125,1.5625,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:15.972408,2398,42,21.56862745,49.84,6.274509804,24,7.03125,12.5,0.78125,0.78125,Aggressive,19.2,2.4,0.4608,Wallace B
2025-09-28T13:29:17.103209,2398,42,21.56862745,49.84,6.274509804,24,7.03125,12.5,0.78125,0.78125,Aggressive,19.2,2.4,0.4608,Wallace B
